Risk factor,Linked disease,Age group,Year,Sex,Attributable deaths,Attributable YLL,Attributable YLD,Attributable DALY
Unsafe sex,Gonorrhoea,65–84,2018,Males,0,0,0,0
Unsafe sex,Gonorrhoea,65–84,2018,Persons,0,0,0.1,0.1
Unsafe sex,Gonorrhoea,85+,2003,Females,0,0,0,0
Unsafe sex,Gonorrhoea,85+,2003,Males,0,0,0,0
Unsafe sex,Gonorrhoea,85+,2003,Persons,0,0,0,0
Unsafe sex,Gonorrhoea,85+,2011,Females,0,0,0,0
Unsafe sex,Gonorrhoea,85+,2011,Males,0,0,0,0
Unsafe sex,Gonorrhoea,85+,2011,Persons,0,0,0,0
Unsafe sex,Gonorrhoea,85+,2015,Females,0,0,0,0
Unsafe sex,Gonorrhoea,85+,2015,Males,0,0,0,0
Unsafe sex,Gonorrhoea,85+,2015,Persons,0,0,0,0
Unsafe sex,Gonorrhoea,85+,2018,Females,0,0,0,0
Unsafe sex,Gonorrhoea,85+,2018,Males,0,0,0,0
Unsafe sex,Gonorrhoea,85+,2018,Persons,0,0,0,0
Unsafe sex,Gonorrhoea,Under 15,2003,Females,0,0,0.1,0.1
Unsafe sex,Gonorrhoea,Under 15,2003,Males,0,0,0,0
Unsafe sex,Gonorrhoea,Under 15,2003,Persons,0,0,0.1,0.1
Unsafe sex,Gonorrhoea,Under 15,2011,Females,0,0,0.2,0.2
Unsafe sex,Gonorrhoea,Under 15,2011,Males,0,0,0,0
Unsafe sex,Gonorrhoea,Under 15,2011,Persons,0,0,0.2,0.2
Unsafe sex,Gonorrhoea,Under 15,2015,Females,0,0,0,0
Unsafe sex,Gonorrhoea,Under 15,2015,Males,0,0,0,0
Unsafe sex,Gonorrhoea,Under 15,2015,Persons,0,0,0,0
Unsafe sex,Gonorrhoea,Under 15,2018,Females,0,0,0,0
Unsafe sex,Gonorrhoea,Under 15,2018,Males,0,0,0,0
Unsafe sex,Gonorrhoea,Under 15,2018,Persons,0,0,0,0
Unsafe sex,Hepatitis B (acute),15–24,2003,Females,0,0,0.2,0.2
Unsafe sex,Hepatitis B (acute),15–24,2003,Males,0,0,0.2,0.2
Unsafe sex,Hepatitis B (acute),15–24,2003,Persons,0,0,0.4,0.4
Unsafe sex,Hepatitis B (acute),15–24,2011,Females,0,0,0,0
Unsafe sex,Hepatitis B (acute),15–24,2011,Males,0,0,0,0
Unsafe sex,Hepatitis B (acute),15–24,2011,Persons,0,0,0,0
Unsafe sex,Hepatitis B (acute),15–24,2015,Females,0,0,0,0
Unsafe sex,Hepatitis B (acute),15–24,2015,Males,0,0,0,0
Unsafe sex,Hepatitis B (acute),15–24,2015,Persons,0,0,0,0
Unsafe sex,Hepatitis B (acute),15–24,2018,Females,0,0,0,0
Unsafe sex,Hepatitis B (acute),15–24,2018,Males,0,0,0,0
Unsafe sex,Hepatitis B (acute),15–24,2018,Persons,0,0,0,0
Unsafe sex,Hepatitis B (acute),25–34,2003,Females,0,0,0.2,0.2
Unsafe sex,Hepatitis B (acute),25–34,2003,Males,0,0.2,0.5,0.7
Unsafe sex,Hepatitis B (acute),25–34,2003,Persons,0,0.2,0.7,0.9
Unsafe sex,Hepatitis B (acute),25–34,2011,Females,0,0,0,0.1
Unsafe sex,Hepatitis B (acute),25–34,2011,Males,0,0.1,0.1,0.2
Unsafe sex,Hepatitis B (acute),25–34,2011,Persons,0,0.1,0.1,0.2
Unsafe sex,Hepatitis B (acute),25–34,2015,Females,0,0,0,0
Unsafe sex,Hepatitis B (acute),25–34,2015,Males,0,0,0,0.1
Unsafe sex,Hepatitis B (acute),25–34,2015,Persons,0,0,0.1,0.1
Unsafe sex,Hepatitis B (acute),25–34,2018,Females,0,0,0,0.1
Unsafe sex,Hepatitis B (acute),25–34,2018,Males,0,0.1,0,0.1
Unsafe sex,Hepatitis B (acute),25–34,2018,Persons,0,0.1,0,0.2
Unsafe sex,Hepatitis B (acute),35–44,2003,Females,0,0,0.1,0.2
Unsafe sex,Hepatitis B (acute),35–44,2003,Males,0.7,29.8,0.3,30.1
Unsafe sex,Hepatitis B (acute),35–44,2003,Persons,0.7,29.8,0.4,30.2
Unsafe sex,Hepatitis B (acute),35–44,2011,Females,0.2,10.1,0,10.2
Unsafe sex,Hepatitis B (acute),35–44,2011,Males,0.3,11.5,0.1,11.6
Unsafe sex,Hepatitis B (acute),35–44,2011,Persons,0.5,21.7,0.1,21.8
Unsafe sex,Hepatitis B (acute),35–44,2015,Females,0,0,0,0
Unsafe sex,Hepatitis B (acute),35–44,2015,Males,0.5,20.1,0,20.2
Unsafe sex,Hepatitis B (acute),35–44,2015,Persons,0.5,20.1,0.1,20.2
Unsafe sex,Hepatitis B (acute),35–44,2018,Females,0,0,0,0
Unsafe sex,Hepatitis B (acute),35–44,2018,Males,0,0,0,0
Unsafe sex,Hepatitis B (acute),35–44,2018,Persons,0,0,0.1,0.1
Unsafe sex,Hepatitis B (acute),45–54,2003,Females,0,0,0.1,0.1
Unsafe sex,Hepatitis B (acute),45–54,2003,Males,0.7,27.6,0.1,27.7
Unsafe sex,Hepatitis B (acute),45–54,2003,Persons,0.7,27.6,0.2,27.8
Unsafe sex,Hepatitis B (acute),45–54,2011,Females,0,0.1,0,0.1
Unsafe sex,Hepatitis B (acute),45–54,2011,Males,0.3,10.8,0,10.8
Unsafe sex,Hepatitis B (acute),45–54,2011,Persons,0.3,10.9,0.1,10.9
Unsafe sex,Hepatitis B (acute),45–54,2015,Females,0.4,13.4,0,13.4
Unsafe sex,Hepatitis B (acute),45–54,2015,Males,0.2,8.5,0,8.6
Unsafe sex,Hepatitis B (acute),45–54,2015,Persons,0.6,21.9,0.1,22
Unsafe sex,Hepatitis B (acute),45–54,2018,Females,0.1,4.9,0,4.9
Unsafe sex,Hepatitis B (acute),45–54,2018,Males,0.2,9.2,0,9.3
Unsafe sex,Hepatitis B (acute),45–54,2018,Persons,0.4,14.1,0.1,14.2
Unsafe sex,Hepatitis B (acute),55–64,2003,Females,0,0.1,0,0.1
Unsafe sex,Hepatitis B (acute),55–64,2003,Males,1.4,37.7,0.1,37.8
Unsafe sex,Hepatitis B (acute),55–64,2003,Persons,1.4,37.8,0.1,37.9
Unsafe sex,Hepatitis B (acute),55–64,2011,Females,0.2,5.5,0,5.5
Unsafe sex,Hepatitis B (acute),55–64,2011,Males,0.3,7.8,0,7.8
Unsafe sex,Hepatitis B (acute),55–64,2011,Persons,0.5,13.2,0,13.3
Unsafe sex,Hepatitis B (acute),55–64,2015,Females,0.4,10.6,0,10.6
Unsafe sex,Hepatitis B (acute),55–64,2015,Males,1.1,33.1,0,33.1
Unsafe sex,Hepatitis B (acute),55–64,2015,Persons,1.5,43.7,0,43.7
Unsafe sex,Hepatitis B (acute),55–64,2018,Females,0,0,0,0
Unsafe sex,Hepatitis B (acute),55–64,2018,Males,0.4,12.2,0,12.2
Unsafe sex,Hepatitis B (acute),55–64,2018,Persons,0.4,12.2,0,12.2
Unsafe sex,Hepatitis B (acute),65–84,2003,Females,0.8,12.9,0,12.9
Unsafe sex,Hepatitis B (acute),65–84,2003,Males,1.1,23.4,0,23.5
Unsafe sex,Hepatitis B (acute),65–84,2003,Persons,1.8,36.3,0.1,36.4
Unsafe sex,Hepatitis B (acute),65–84,2011,Females,0,0,0,0
Unsafe sex,Hepatitis B (acute),65–84,2011,Males,0.5,6.4,0,6.4
Unsafe sex,Hepatitis B (acute),65–84,2011,Persons,0.5,6.4,0,6.4
Unsafe sex,Hepatitis B (acute),65–84,2015,Females,0.7,12.6,0,12.6
Unsafe sex,Hepatitis B (acute),65–84,2015,Males,2.1,33,0,33
Unsafe sex,Hepatitis B (acute),65–84,2015,Persons,2.8,45.5,0,45.6
Unsafe sex,Hepatitis B (acute),65–84,2018,Females,0.4,4.3,0,4.3
Unsafe sex,Hepatitis B (acute),65–84,2018,Males,0,0.1,0,0.1
Unsafe sex,Hepatitis B (acute),65–84,2018,Persons,0.5,4.4,0,4.4
Unsafe sex,Hepatitis B (acute),85+,2003,Females,0,0,0,0
Unsafe sex,Hepatitis B (acute),85+,2003,Males,0.3,1.3,0,1.3
Unsafe sex,Hepatitis B (acute),85+,2003,Persons,0.3,1.3,0,1.3
Unsafe sex,Hepatitis B (acute),85+,2011,Females,0,0,0,0
Unsafe sex,Hepatitis B (acute),85+,2011,Males,0.3,1.7,0,1.7
Unsafe sex,Hepatitis B (acute),85+,2011,Persons,0.3,1.7,0,1.7
Unsafe sex,Hepatitis B (acute),85+,2015,Females,0.2,1.4,0,1.4
Unsafe sex,Hepatitis B (acute),85+,2015,Males,0,0,0,0
Unsafe sex,Hepatitis B (acute),85+,2015,Persons,0.2,1.4,0,1.4
Unsafe sex,Hepatitis B (acute),85+,2018,Females,0.2,1,0,1
Unsafe sex,Hepatitis B (acute),85+,2018,Males,0,0,0,0
Unsafe sex,Hepatitis B (acute),85+,2018,Persons,0.2,1,0,1
Unsafe sex,Hepatitis C (acute),15–24,2003,Females,0,0,0,0
Unsafe sex,Hepatitis C (acute),15–24,2003,Males,0,0,0,0
Unsafe sex,Hepatitis C (acute),15–24,2003,Persons,0,0,0.1,0.1
Unsafe sex,Hepatitis C (acute),15–24,2011,Females,0,0,0,0
Unsafe sex,Hepatitis C (acute),15–24,2011,Males,0,0,0,0
Unsafe sex,Hepatitis C (acute),15–24,2011,Persons,0,0,0,0
Unsafe sex,Hepatitis C (acute),15–24,2015,Females,0,0,0,0
Unsafe sex,Hepatitis C (acute),15–24,2015,Males,0,0,0,0
Unsafe sex,Hepatitis C (acute),15–24,2015,Persons,0,0,0,0
Unsafe sex,Hepatitis C (acute),15–24,2018,Females,0,0,0,0
Unsafe sex,Hepatitis C (acute),15–24,2018,Males,0,0,0,0
Unsafe sex,Hepatitis C (acute),15–24,2018,Persons,0,0,0,0
Unsafe sex,Hepatitis C (acute),25–34,2003,Females,0,2.6,0,2.6
Unsafe sex,Hepatitis C (acute),25–34,2003,Males,0,0,0,0
Unsafe sex,Hepatitis C (acute),25–34,2003,Persons,0,2.6,0.1,2.7
Unsafe sex,Hepatitis C (acute),25–34,2011,Females,0,0,0,0
Unsafe sex,Hepatitis C (acute),25–34,2011,Males,0,0,0,0
Unsafe sex,Hepatitis C (acute),25–34,2011,Persons,0,0,0,0
Unsafe sex,Hepatitis C (acute),25–34,2015,Females,0,0,0,0
Unsafe sex,Hepatitis C (acute),25–34,2015,Males,0,0,0,0
Unsafe sex,Hepatitis C (acute),25–34,2015,Persons,0,0,0.1,0.1
Unsafe sex,Hepatitis C (acute),25–34,2018,Females,0,0,0,0
Unsafe sex,Hepatitis C (acute),25–34,2018,Males,0,0,0,0.1
Unsafe sex,Hepatitis C (acute),25–34,2018,Persons,0,0,0,0.1
Unsafe sex,Hepatitis C (acute),35–44,2003,Females,0,2.2,0,2.2
Unsafe sex,Hepatitis C (acute),35–44,2003,Males,0.1,2.9,0,2.9
Unsafe sex,Hepatitis C (acute),35–44,2003,Persons,0.1,5,0.1,5.1
Unsafe sex,Hepatitis C (acute),35–44,2011,Females,0,0,0,0
Unsafe sex,Hepatitis C (acute),35–44,2011,Males,0,0,0,0
Unsafe sex,Hepatitis C (acute),35–44,2011,Persons,0,0,0,0.1
Unsafe sex,Hepatitis C (acute),35–44,2015,Females,0,0,0,0
Unsafe sex,Hepatitis C (acute),35–44,2015,Males,0,0,0,0
Unsafe sex,Hepatitis C (acute),35–44,2015,Persons,0,0,0,0.1
Unsafe sex,Hepatitis C (acute),35–44,2018,Females,0,0,0,0
Unsafe sex,Hepatitis C (acute),35–44,2018,Males,0,0,0,0
Unsafe sex,Hepatitis C (acute),35–44,2018,Persons,0,0,0,0.1
Unsafe sex,Hepatitis C (acute),45–54,2003,Females,0.2,7.4,0,7.4
Unsafe sex,Hepatitis C (acute),45–54,2003,Males,0.1,4.5,0,4.5
Unsafe sex,Hepatitis C (acute),45–54,2003,Persons,0.3,11.9,0,11.9
Unsafe sex,Hepatitis C (acute),45–54,2011,Females,0,0,0,0
Unsafe sex,Hepatitis C (acute),45–54,2011,Males,0,0.7,0,0.7
Unsafe sex,Hepatitis C (acute),45–54,2011,Persons,0,0.7,0,0.8
Unsafe sex,Hepatitis C (acute),45–54,2015,Females,0,1.8,0,1.8
Unsafe sex,Hepatitis C (acute),45–54,2015,Males,0,0,0,0
Unsafe sex,Hepatitis C (acute),45–54,2015,Persons,0,1.8,0,1.9
Unsafe sex,Hepatitis C (acute),45–54,2018,Females,0,0,0,0
Unsafe sex,Hepatitis C (acute),45–54,2018,Males,0,0,0,0
Unsafe sex,Hepatitis C (acute),45–54,2018,Persons,0,0,0,0
Unsafe sex,Hepatitis C (acute),55–64,2003,Females,0.1,2.8,0,2.8
Unsafe sex,Hepatitis C (acute),55–64,2003,Males,0,0.2,0,0.2
Unsafe sex,Hepatitis C (acute),55–64,2003,Persons,0.1,3,0,3
Unsafe sex,Hepatitis C (acute),55–64,2011,Females,0,0,0,0
Unsafe sex,Hepatitis C (acute),55–64,2011,Males,0,0,0,0
Unsafe sex,Hepatitis C (acute),55–64,2011,Persons,0,0,0,0.1
Unsafe sex,Hepatitis C (acute),55–64,2015,Females,0.1,2.4,0,2.4
Unsafe sex,Hepatitis C (acute),55–64,2015,Males,0,1.5,0,1.5
Unsafe sex,Hepatitis C (acute),55–64,2015,Persons,0.1,3.9,0,3.9
Unsafe sex,Hepatitis C (acute),55–64,2018,Females,0,1.2,0,1.2
Unsafe sex,Hepatitis C (acute),55–64,2018,Males,0,0,0,0
Unsafe sex,Hepatitis C (acute),55–64,2018,Persons,0,1.2,0,1.2
Unsafe sex,Hepatitis C (acute),65–84,2003,Females,0.3,4.9,0,4.9
Unsafe sex,Hepatitis C (acute),65–84,2003,Males,0.1,1.6,0,1.6
Unsafe sex,Hepatitis C (acute),65–84,2003,Persons,0.4,6.5,0,6.5
Unsafe sex,Hepatitis C (acute),65–84,2011,Females,0,0,0,0
Unsafe sex,Hepatitis C (acute),65–84,2011,Males,0,0,0,0
Unsafe sex,Hepatitis C (acute),65–84,2011,Persons,0,0,0,0
Unsafe sex,Hepatitis C (acute),65–84,2015,Females,0.1,0.9,0,0.9
Unsafe sex,Hepatitis C (acute),65–84,2015,Males,0.1,0.7,0,0.7
Unsafe sex,Hepatitis C (acute),65–84,2015,Persons,0.1,1.6,0,1.6
Unsafe sex,Hepatitis C (acute),65–84,2018,Females,0.1,0.9,0,0.9
Unsafe sex,Hepatitis C (acute),65–84,2018,Males,0.2,2.8,0,2.8
Unsafe sex,Hepatitis C (acute),65–84,2018,Persons,0.3,3.7,0,3.7
Unsafe sex,Hepatitis C (acute),85+,2003,Females,0,0,0,0
Unsafe sex,Hepatitis C (acute),85+,2003,Males,0,0,0,0
Unsafe sex,Hepatitis C (acute),85+,2003,Persons,0,0,0,0
Unsafe sex,Hepatitis C (acute),85+,2011,Females,0,0,0,0
Unsafe sex,Hepatitis C (acute),85+,2011,Males,0,0,0,0
Unsafe sex,Hepatitis C (acute),85+,2011,Persons,0,0,0,0
Unsafe sex,Hepatitis C (acute),85+,2015,Females,0,0,0,0
Unsafe sex,Hepatitis C (acute),85+,2015,Males,0.1,0.5,0,0.5
Unsafe sex,Hepatitis C (acute),85+,2015,Persons,0.1,0.5,0,0.5
Unsafe sex,Hepatitis C (acute),85+,2018,Females,0,0,0,0
Unsafe sex,Hepatitis C (acute),85+,2018,Males,0.2,0.9,0,0.9
Unsafe sex,Hepatitis C (acute),85+,2018,Persons,0.2,0.9,0,0.9
Unsafe sex,HIV/AIDS,15–24,2003,Females,0,0,5,5
Unsafe sex,HIV/AIDS,15–24,2003,Males,0,0,13.6,13.6
Unsafe sex,HIV/AIDS,15–24,2003,Persons,0,0,18.6,18.6
Unsafe sex,HIV/AIDS,15–24,2011,Females,0,0,7.1,7.1
Unsafe sex,HIV/AIDS,15–24,2011,Males,0.9,56.8,22.8,79.6
Unsafe sex,HIV/AIDS,15–24,2011,Persons,0.9,56.8,30,86.8
Unsafe sex,HIV/AIDS,15–24,2015,Females,0,0,9,9
Unsafe sex,HIV/AIDS,15–24,2015,Males,0,0,34.4,34.4
Unsafe sex,HIV/AIDS,15–24,2015,Persons,0,0,43.4,43.4
Unsafe sex,HIV/AIDS,15–24,2018,Females,0,0,8.9,8.9
Unsafe sex,HIV/AIDS,15–24,2018,Males,0,0,37.9,37.9
Unsafe sex,HIV/AIDS,15–24,2018,Persons,0,0,46.8,46.8
Unsafe sex,HIV/AIDS,25–34,2003,Females,1.6,96.9,16.5,113.4
Unsafe sex,HIV/AIDS,25–34,2003,Males,8.4,464.7,84.8,549.4
Unsafe sex,HIV/AIDS,25–34,2003,Persons,10.1,561.6,101.2,662.8
Unsafe sex,HIV/AIDS,25–34,2011,Females,0,0.2,29.8,29.9
Unsafe sex,HIV/AIDS,25–34,2011,Males,5.6,308.6,119.7,428.4
Unsafe sex,HIV/AIDS,25–34,2011,Persons,5.6,308.8,149.5,458.3
Unsafe sex,HIV/AIDS,25–34,2015,Females,0.9,49.1,33.6,82.7
Unsafe sex,HIV/AIDS,25–34,2015,Males,1.9,102,167.2,269.1
Unsafe sex,HIV/AIDS,25–34,2015,Persons,2.8,151.1,200.8,351.9
Unsafe sex,HIV/AIDS,25–34,2018,Females,0,0.3,36.7,37
Unsafe sex,HIV/AIDS,25–34,2018,Males,1.1,59.9,197.3,257.2
Unsafe sex,HIV/AIDS,25–34,2018,Persons,1.1,60.2,234,294.2
Unsafe sex,HIV/AIDS,35–44,2003,Females,5.8,273.1,17.9,291
Unsafe sex,HIV/AIDS,35–44,2003,Males,37.2,1743.1,145.7,1888.9
Unsafe sex,HIV/AIDS,35–44,2003,Persons,43,2016.2,163.6,2179.8
Unsafe sex,HIV/AIDS,35–44,2011,Females,0.9,42.5,35.8,78.3
Unsafe sex,HIV/AIDS,35–44,2011,Males,14,652.1,216,868
Unsafe sex,HIV/AIDS,35–44,2011,Persons,14.9,694.6,251.8,946.3
Unsafe sex,HIV/AIDS,35–44,2015,Females,1.9,86,49,134.9
Unsafe sex,HIV/AIDS,35–44,2015,Males,6.5,306.3,264.2,570.6
Unsafe sex,HIV/AIDS,35–44,2015,Persons,8.4,392.3,313.2,705.5
Unsafe sex,HIV/AIDS,35–44,2018,Females,0.9,47.3,59.9,107.2
Unsafe sex,HIV/AIDS,35–44,2018,Males,3.9,177,288.6,465.6
Unsafe sex,HIV/AIDS,35–44,2018,Persons,4.9,224.2,348.5,572.8
Unsafe sex,HIV/AIDS,45–54,2003,Females,0.8,33.4,10.8,44.2
Unsafe sex,HIV/AIDS,45–54,2003,Males,22.7,879.9,136.2,1016.1
Unsafe sex,HIV/AIDS,45–54,2003,Persons,23.5,913.3,147,1060.3
Unsafe sex,HIV/AIDS,45–54,2011,Females,1.8,71,26.1,97.1
Unsafe sex,HIV/AIDS,45–54,2011,Males,25.1,934.9,236.1,1171
Unsafe sex,HIV/AIDS,45–54,2011,Persons,26.9,1005.9,262.2,1268.1
Unsafe sex,HIV/AIDS,45–54,2015,Females,0.9,33.5,36.5,70
Unsafe sex,HIV/AIDS,45–54,2015,Males,9.5,355.5,310.8,666.3
Unsafe sex,HIV/AIDS,45–54,2015,Persons,10.4,389,347.3,736.3
Unsafe sex,HIV/AIDS,45–54,2018,Females,0,0.1,48,48
Unsafe sex,HIV/AIDS,45–54,2018,Males,7.1,262.3,340.4,602.7
Unsafe sex,HIV/AIDS,45–54,2018,Persons,7.1,262.4,388.4,650.7
Unsafe sex,HIV/AIDS,55–64,2003,Females,0,0.2,4.6,4.8
Unsafe sex,HIV/AIDS,55–64,2003,Males,9.3,271.1,75.5,346.6
Unsafe sex,HIV/AIDS,55–64,2003,Persons,9.3,271.3,80.1,351.4
Unsafe sex,HIV/AIDS,55–64,2011,Females,3.7,112.9,13.8,126.7
Unsafe sex,HIV/AIDS,55–64,2011,Males,18,518.9,165.9,684.8
Unsafe sex,HIV/AIDS,55–64,2011,Persons,21.6,631.8,179.7,811.5
Unsafe sex,HIV/AIDS,55–64,2015,Females,0,0.2,22.3,22.5
Unsafe sex,HIV/AIDS,55–64,2015,Males,10.4,280.9,238,518.8
Unsafe sex,HIV/AIDS,55–64,2015,Persons,10.4,281,260.2,541.3
Unsafe sex,HIV/AIDS,55–64,2018,Females,0,0.1,30.6,30.7
Unsafe sex,HIV/AIDS,55–64,2018,Males,5.5,153.6,284.7,438.3
Unsafe sex,HIV/AIDS,55–64,2018,Persons,5.5,153.8,315.2,469
Unsafe sex,HIV/AIDS,65–84,2003,Females,0.8,18.5,1.8,20.3
Unsafe sex,HIV/AIDS,65–84,2003,Males,12.6,245,26.9,271.9
Unsafe sex,HIV/AIDS,65–84,2003,Persons,13.5,263.4,28.7,292.2
Unsafe sex,HIV/AIDS,65–84,2011,Females,0.9,13,6.8,19.7
Unsafe sex,HIV/AIDS,65–84,2011,Males,13.8,229.6,101.7,331.2
Unsafe sex,HIV/AIDS,65–84,2011,Persons,14.7,242.5,108.4,351
Unsafe sex,HIV/AIDS,65–84,2015,Females,0.9,21,11.8,32.8
Unsafe sex,HIV/AIDS,65–84,2015,Males,5.5,92.3,176.9,269.2
Unsafe sex,HIV/AIDS,65–84,2015,Persons,6.5,113.3,188.7,302
Unsafe sex,HIV/AIDS,65–84,2018,Females,0.9,7.9,18.2,26.1
Unsafe sex,HIV/AIDS,65–84,2018,Males,8.3,148.9,235.5,384.4
Unsafe sex,HIV/AIDS,65–84,2018,Persons,9.3,156.8,253.7,410.5
Unsafe sex,HIV/AIDS,85+,2003,Females,0,0,0,0
Unsafe sex,HIV/AIDS,85+,2003,Males,0,0.1,0.3,0.4
Unsafe sex,HIV/AIDS,85+,2003,Persons,0,0.1,0.3,0.4
Unsafe sex,HIV/AIDS,85+,2011,Females,0,0,0.3,0.3
Unsafe sex,HIV/AIDS,85+,2011,Males,1,7.2,3.7,10.9
Unsafe sex,HIV/AIDS,85+,2011,Persons,1,7.2,4,11.2
Unsafe sex,HIV/AIDS,85+,2015,Females,0,0,0.6,0.7
Unsafe sex,HIV/AIDS,85+,2015,Males,0.9,6.2,9.6,15.7
Unsafe sex,HIV/AIDS,85+,2015,Persons,0.9,6.2,10.2,16.4
Unsafe sex,HIV/AIDS,85+,2018,Females,0,0,1.1,1.1
Unsafe sex,HIV/AIDS,85+,2018,Males,1,6.3,16.1,22.4
Unsafe sex,HIV/AIDS,85+,2018,Persons,1,6.3,17.2,23.5
Unsafe sex,Liver cancer,15–24,2003,Females,0,0.3,0,0.3
Unsafe sex,Liver cancer,15–24,2003,Males,0,0,0,0
Unsafe sex,Liver cancer,15–24,2003,Persons,0,0.3,0,0.3
Unsafe sex,Liver cancer,15–24,2011,Females,0,0.4,0,0.4
Unsafe sex,Liver cancer,15–24,2011,Males,0,0.4,0,0.4
Unsafe sex,Liver cancer,15–24,2011,Persons,0,0.8,0,0.9
Unsafe sex,Liver cancer,15–24,2015,Females,0,1,0,1
Unsafe sex,Liver cancer,15–24,2015,Males,0,0,0,0
Unsafe sex,Liver cancer,15–24,2015,Persons,0,1,0,1
Unsafe sex,Liver cancer,15–24,2018,Females,0,0,0,0
Unsafe sex,Liver cancer,15–24,2018,Males,0,0,0,0
Unsafe sex,Liver cancer,15–24,2018,Persons,0,0,0,0
Unsafe sex,Liver cancer,25–34,2003,Females,0,0.5,0,0.5
Unsafe sex,Liver cancer,25–34,2003,Males,0,0.3,0,0.3
Unsafe sex,Liver cancer,25–34,2003,Persons,0,0.8,0,0.8
Unsafe sex,Liver cancer,25–34,2011,Females,0,0,0,0
Unsafe sex,Liver cancer,25–34,2011,Males,0,1.1,0,1.2
Unsafe sex,Liver cancer,25–34,2011,Persons,0,1.2,0,1.2
Unsafe sex,Liver cancer,25–34,2015,Females,0,0.4,0,0.4
Unsafe sex,Liver cancer,25–34,2015,Males,0,2.6,0,2.6
Unsafe sex,Liver cancer,25–34,2015,Persons,0.1,3,0,3
Unsafe sex,Liver cancer,25–34,2018,Females,0,1.5,0,1.5
Unsafe sex,Liver cancer,25–34,2018,Males,0,2.1,0,2.1
Unsafe sex,Liver cancer,25–34,2018,Persons,0.1,3.6,0,3.6
Unsafe sex,Liver cancer,35–44,2003,Females,0,1,0,1
Unsafe sex,Liver cancer,35–44,2003,Males,0.1,5.5,0,5.6
Unsafe sex,Liver cancer,35–44,2003,Persons,0.1,6.5,0,6.6
Unsafe sex,Liver cancer,35–44,2011,Females,0,2.2,0,2.2
Unsafe sex,Liver cancer,35–44,2011,Males,0.1,6.9,0,7
Unsafe sex,Liver cancer,35–44,2011,Persons,0.2,9.1,0.1,9.2
Unsafe sex,Liver cancer,35–44,2015,Females,0.1,3.9,0,3.9
Unsafe sex,Liver cancer,35–44,2015,Males,0.1,6,0,6.1
Unsafe sex,Liver cancer,35–44,2015,Persons,0.2,9.9,0.1,10
Unsafe sex,Liver cancer,35–44,2018,Females,0.1,4.3,0,4.3
Unsafe sex,Liver cancer,35–44,2018,Males,0.1,4.3,0,4.3
Unsafe sex,Liver cancer,35–44,2018,Persons,0.2,8.6,0.1,8.7
Unsafe sex,Liver cancer,45–54,2003,Females,0.1,4.1,0,4.2
Unsafe sex,Liver cancer,45–54,2003,Males,0.3,12.1,0.1,12.2
Unsafe sex,Liver cancer,45–54,2003,Persons,0.4,16.2,0.1,16.3
Unsafe sex,Liver cancer,45–54,2011,Females,0.2,6.2,0.1,6.3
Unsafe sex,Liver cancer,45–54,2011,Males,0.9,31.1,0.2,31.3
Unsafe sex,Liver cancer,45–54,2011,Persons,1,37.3,0.3,37.6
Unsafe sex,Liver cancer,45–54,2015,Females,0.3,11.9,0.1,12
Unsafe sex,Liver cancer,45–54,2015,Males,0.7,26.6,0.3,26.9
Unsafe sex,Liver cancer,45–54,2015,Persons,1.1,38.6,0.4,38.9
Unsafe sex,Liver cancer,45–54,2018,Females,0.4,12.9,0.1,13
Unsafe sex,Liver cancer,45–54,2018,Males,0.8,30.2,0.3,30.5
Unsafe sex,Liver cancer,45–54,2018,Persons,1.2,43.1,0.4,43.5
Unsafe sex,Liver cancer,55–64,2003,Females,0.2,5.7,0,5.7
Unsafe sex,Liver cancer,55–64,2003,Males,0.5,13.1,0.1,13.2
Unsafe sex,Liver cancer,55–64,2003,Persons,0.7,18.8,0.2,19
Unsafe sex,Liver cancer,55–64,2011,Females,0.4,10.7,0.1,10.8
Unsafe sex,Liver cancer,55–64,2011,Males,1.7,46.9,0.5,47.4
Unsafe sex,Liver cancer,55–64,2011,Persons,2.1,57.6,0.6,58.3
Unsafe sex,Liver cancer,55–64,2015,Females,0.7,19.5,0.2,19.7
Unsafe sex,Liver cancer,55–64,2015,Males,2.5,71.3,0.9,72.2
Unsafe sex,Liver cancer,55–64,2015,Persons,3.2,90.8,1.1,91.9
Unsafe sex,Liver cancer,55–64,2018,Females,1.1,31.1,0.3,31.4
Unsafe sex,Liver cancer,55–64,2018,Males,3,84.1,1,85.1
Unsafe sex,Liver cancer,55–64,2018,Persons,4.1,115.2,1.3,116.5
Unsafe sex,Liver cancer,65–84,2003,Females,0.8,10.8,0.2,10.9
Unsafe sex,Liver cancer,65–84,2003,Males,1.7,26.9,0.4,27.3
Unsafe sex,Liver cancer,65–84,2003,Persons,2.5,37.7,0.5,38.3
Unsafe sex,Liver cancer,65–84,2011,Females,1.8,25.6,0.4,25.9
Unsafe sex,Liver cancer,65–84,2011,Males,3.5,53.9,0.9,54.8
Unsafe sex,Liver cancer,65–84,2011,Persons,5.3,79.4,1.3,80.7
Unsafe sex,Liver cancer,65–84,2015,Females,2.7,39.1,0.6,39.7
Unsafe sex,Liver cancer,65–84,2015,Males,4.9,77.3,1.4,78.7
Unsafe sex,Liver cancer,65–84,2015,Persons,7.6,116.5,2,118.4
